region	item	production_2017_Gg	imports_2017_Gg	exports_2017_Gg	feed_2017_Gg
Kyrgyzstan	Marine Fish, Other	0.0	0.0	0.0	0.0
Kyrgyzstan	Fish, Seafood	2.0	7.0	2.0	0.0
Kyrgyzstan	Demersal Fish	0.0	1.0	0.0	0.0
Kyrgyzstan	Cephalopods	0.0	0.0	0.0	0.0
French Polynesia	Pelagic Fish	8.0	2.0	1.0	0.0
French Polynesia	Crustaceans	0.0	0.0	0.0	0.0
French Polynesia	Freshwater Fish	0.0	0.0	0.0	0.0
French Polynesia	Molluscs, Other	0.0	1.0	0.0	0.0
French Polynesia	Marine Fish, Other	4.0	0.0	0.0	0.0
French Polynesia	Fish, Seafood	13.0	4.0	1.0	0.0
French Polynesia	Demersal Fish	0.0	0.0	0.0	0.0
French Polynesia	Cephalopods	0.0	0.0	0.0	0.0
France	Pelagic Fish	211.0	552.0	202.0	82.0
France	Crustaceans	17.0	266.0	37.0	0.0
France	Freshwater Fish	38.0	266.0	47.0	0.0
France	Molluscs, Other	178.0	222.0	51.0	0.0
France	Marine Fish, Other	1.0	17.0	10.0	0.0
France	Fish, Seafood	662.0	2100.0	450.0	82.0
France	Demersal Fish	201.0	715.0	84.0	0.0
France	Cephalopods	17.0	62.0	19.0	0.0
China, mainland	Pelagic Fish	2970.0	8419.0	1194.0	9731.0
China, mainland	Crustaceans	6953.0	336.0	868.0	0.0
China, mainland	Freshwater Fish	27094.0	360.0	1121.0	0.0
China, mainland	Molluscs, Other	15281.0	276.0	1342.0	0.0
China, mainland	Marine Fish, Other	3590.0	298.0	1698.0	0.0
China, mainland	Fish, Seafood	61143.0	11671.0	8137.0	9731.0
China, mainland	Demersal Fish	4151.0	1660.0	1247.0	0.0
China, mainland	Cephalopods	1103.0	322.0	667.0	0.0
Bermuda	Pelagic Fish	0.0	1.0	0.0	0.0
Bermuda	Crustaceans	0.0	0.0	0.0	0.0
Bermuda	Freshwater Fish	0.0	0.0	0.0	0.0
Bermuda	Molluscs, Other	0.0	0.0	0.0	0.0
Bermuda	Marine Fish, Other	0.0	2.0	0.0	1.0
Bermuda	Fish, Seafood	0.0	4.0	0.0	1.0
Bermuda	Demersal Fish	0.0	0.0	0.0	0.0
Bermuda	Cephalopods	0.0	0.0	0.0	0.0
Slovakia	Pelagic Fish	0.0	17.0	1.0	1.0
Slovakia	Crustaceans	0.0	1.0	0.0	0.0
Slovakia	Freshwater Fish	5.0	10.0	1.0	0.0
Slovakia	Molluscs, Other	0.0	0.0	0.0	0.0
Slovakia	Marine Fish, Other	0.0	3.0	0.0	0.0
Slovakia	Fish, Seafood	5.0	53.0	4.0	1.0
Slovakia	Demersal Fish	0.0	23.0	1.0	0.0
Slovakia	Cephalopods	0.0	0.0	0.0	0.0
Eastern Europe	Pelagic Fish	1313.0	1326.0	1023.0	210.0
Eastern Europe	Crustaceans	123.0	98.0	107.0	0.0
Eastern Europe	Freshwater Fish	989.0	568.0	404.0	0.0
Eastern Europe	Molluscs, Other	41.0	128.0	61.0	0.0
Eastern Europe	Marine Fish, Other	2.0	66.0	22.0	0.0
Eastern Europe	Fish, Seafood	5519.0	2857.0	3453.0	497.0
Eastern Europe	Demersal Fish	2967.0	615.0	1816.0	287.0
Eastern Europe	Cephalopods	83.0	56.0	19.0	0.0
Peru	Pelagic Fish	3615.0	155.0	4444.0	8.0
Peru	Crustaceans	51.0	9.0	32.0	0.0
Peru	Freshwater Fish	89.0	19.0	8.0	0.0
Peru	Molluscs, Other	24.0	1.0	4.0	0.0
Peru	Marine Fish, Other	7.0	9.0	0.0	1.0
Peru	Fish, Seafood	4257.0	198.0	4828.0	9.0
Peru	Demersal Fish	168.0	4.0	56.0	0.0
Peru	Cephalopods	304.0	1.0	284.0	0.0
Laos	Pelagic Fish	0.0	1.0	0.0	1.0
Laos	Crustaceans	0.0	0.0	0.0	0.0
Laos	Freshwater Fish	175.0	0.0	0.0	0.0
Laos	Molluscs, Other	0.0	0.0	0.0	0.0
Laos	Marine Fish, Other	0.0	0.0	0.0	0.0
Laos	Fish, Seafood	175.0	2.0	0.0	1.0
Laos	Demersal Fish	0.0	0.0	0.0	0.0
Laos	Cephalopods	0.0	0.0	0.0	0.0
Norway	Pelagic Fish	829.0	1130.0	1005.0	923.0
Norway	Crustaceans	181.0	38.0	49.0	120.0
Norway	Freshwater Fish	1304.0	2.0	1204.0	45.0
Norway	Molluscs, Other	4.0	2.0	1.0	0.0
Norway	Marine Fish, Other	0.0	0.0	0.0	0.0
Norway	Fish, Seafood	3677.0	1222.0	3105.0	1522.0
Norway	Demersal Fish	1359.0	49.0	846.0	435.0
Norway	Cephalopods	0.0	0.0	0.0	0.0
Malawi	Pelagic Fish	0.0	1.0	0.0	0.0
Malawi	Crustaceans	0.0	0.0	0.0	0.0
Malawi	Freshwater Fish	160.0	0.0	0.0	0.0
Malawi	Molluscs, Other	0.0	0.0	0.0	0.0
Malawi	Marine Fish, Other	0.0	6.0	0.0	0.0
Malawi	Fish, Seafood	160.0	8.0	0.0	0.0
Malawi	Demersal Fish	0.0	0.0	0.0	0.0
Malawi	Cephalopods	0.0	0.0	0.0	0.0
Benin	Pelagic Fish	11.0	7.0	0.0	3.0
Benin	Crustaceans	6.0	0.0	0.0	0.0
Benin	Freshwater Fish	32.0	48.0	0.0	0.0
Benin	Molluscs, Other	0.0	0.0	0.0	0.0
Benin	Marine Fish, Other	0.0	41.0	0.0	0.0
Benin	Fish, Seafood	53.0	119.0	0.0	3.0
Benin	Demersal Fish	4.0	23.0	0.0	0.0
Benin	Cephalopods	0.0	0.0	0.0	0.0
Cuba	Pelagic Fish	3.0	15.0	0.0	2.0
Cuba	Crustaceans	11.0	0.0	9.0	0.0
Cuba	Freshwater Fish	26.0	2.0	0.0	0.0
Cuba	Molluscs, Other	2.0	2.0	0.0	0.0
Cuba	Marine Fish, Other	4.0	0.0	1.0	0.0
Cuba	Fish, Seafood	53.0	24.0	10.0	2.0
Cuba	Demersal Fish	6.0	4.0	0.0	0.0
Cuba	Cephalopods	0.0	1.0	0.0	0.0
Montenegro	Pelagic Fish	1.0	3.0	0.0	0.0
Montenegro	Crustaceans	0.0	0.0	0.0	0.0
Montenegro	Freshwater Fish	1.0	1.0	0.0	0.0
Montenegro	Molluscs, Other	0.0	0.0	0.0	0.0
Montenegro	Marine Fish, Other	0.0	0.0	0.0	0.0
Montenegro	Fish, Seafood	2.0	7.0	0.0	0.0
Montenegro	Demersal Fish	0.0	2.0	0.0	0.0
Montenegro	Cephalopods	0.0	1.0	0.0	0.0
Saint Kitts and Nevis	Pelagic Fish	16.0	0.0	0.0	0.0
Saint Kitts and Nevis	Crustaceans	0.0	0.0	0.0	0.0
Saint Kitts and Nevis	Freshwater Fish	0.0	0.0	0.0	0.0
Saint Kitts and Nevis	Molluscs, Other	1.0	0.0	0.0	0.0
Saint Kitts and Nevis	Marine Fish, Other	0.0	0.0	0.0	0.0
Saint Kitts and Nevis	Fish, Seafood	18.0	1.0	0.0	0.0
Saint Kitts and Nevis	Demersal Fish	0.0	0.0	0.0	0.0
Saint Kitts and Nevis	Cephalopods	0.0	0.0	0.0	0.0
Togo	Pelagic Fish	20.0	9.0	0.0	3.0
Togo	Crustaceans	0.0	0.0	0.0	0.0
Togo	Freshwater Fish	6.0	29.0	0.0	0.0
Togo	Molluscs, Other	0.0	0.0	0.0	0.0
Togo	Marine Fish, Other	1.0	10.0	0.0	0.0
Togo	Fish, Seafood	32.0	62.0	0.0	3.0
Togo	Demersal Fish	5.0	14.0	0.0	0.0
Togo	Cephalopods	0.0	0.0	0.0	0.0
Polynesia	Pelagic Fish	11.0	10.0	4.0	0.0
Polynesia	Crustaceans	0.0	0.0	0.0	0.0
Polynesia	Freshwater Fish	0.0	0.0	0.0	0.0
Polynesia	Molluscs, Other	2.0	1.0	0.0	0.0
Polynesia	Marine Fish, Other	9.0	0.0	5.0	0.0
Polynesia	Fish, Seafood	23.0	12.0	9.0	0.0
Polynesia	Demersal Fish	0.0	0.0	0.0	0.0
Polynesia	Cephalopods	0.0	0.0	0.0	0.0
China	Pelagic Fish	3588.0	9032.0	1720.0	10365.0
China	Crustaceans	6990.0	534.0	915.0	0.0
China	Freshwater Fish	27225.0	526.0	1170.0	0.0
China	Molluscs, Other	15349.0	505.0	1392.0	0.0
China	Marine Fish, Other	3703.0	521.0	1816.0	50.0
China	Fish, Seafood	62290.0	13260.0	9065.0	10418.0
China	Demersal Fish	4292.0	1742.0	1329.0	3.0
China	Cephalopods	1143.0	400.0	724.0	0.0
Armenia	Pelagic Fish	0.0	9.0	0.0	6.0
Armenia	Crustaceans	1.0	0.0	0.0	0.0
Armenia	Freshwater Fish	16.0	0.0	3.0	0.0
Armenia	Molluscs, Other	0.0	0.0	0.0	0.0
Armenia	Marine Fish, Other	0.0	1.0	0.0	0.0
Armenia	Fish, Seafood	17.0	11.0	4.0	6.0
Armenia	Demersal Fish	0.0	1.0	0.0	0.0
Armenia	Cephalopods	0.0	0.0	0.0	0.0
Timor-Leste	Pelagic Fish	0.0	5.0	0.0	0.0
Timor-Leste	Crustaceans	0.0	0.0	0.0	0.0
Timor-Leste	Freshwater Fish	0.0	0.0	0.0	0.0
Timor-Leste	Molluscs, Other	0.0	0.0	0.0	0.0
Timor-Leste	Marine Fish, Other	3.0	1.0	0.0	0.0
Timor-Leste	Fish, Seafood	3.0	7.0	0.0	0.0
Timor-Leste	Demersal Fish	0.0	0.0	0.0	0.0
Timor-Leste	Cephalopods	0.0	0.0	0.0	0.0
Dominican Republic	Pelagic Fish	3.0	33.0	3.0	0.0
Dominican Republic	Crustaceans	2.0	4.0	1.0	0.0
Dominican Republic	Freshwater Fish	2.0	14.0	0.0	0.0
Dominican Republic	Molluscs, Other	2.0	1.0	0.0	0.0
Dominican Republic	Marine Fish, Other	5.0	12.0	0.0	9.0
Dominican Republic	Fish, Seafood	17.0	97.0	4.0	9.0
Dominican Republic	Demersal Fish	3.0	32.0	0.0	0.0
Dominican Republic	Cephalopods	0.0	1.0	0.0	0.0
Ukraine	Pelagic Fish	18.0	267.0	11.0	19.0
Ukraine	Crustaceans	9.0	8.0	0.0	0.0
Ukraine	Freshwater Fish	57.0	43.0	6.0	0.0
Ukraine	Molluscs, Other	2.0	26.0	1.0	0.0
Ukraine	Marine Fish, Other	2.0	7.0	0.0	0.0
Ukraine	Fish, Seafood	113.0	447.0	22.0	19.0
Ukraine	Demersal Fish	26.0	92.0	4.0	0.0
Ukraine	Cephalopods	0.0	4.0	0.0	0.0
Finland	Pelagic Fish	151.0	35.0	52.0	80.0
Finland	Crustaceans	0.0	9.0	0.0	0.0
Finland	Freshwater Fish	54.0	64.0	21.0	0.0
Finland	Molluscs, Other	0.0	1.0	0.0	0.0
Finland	Marine Fish, Other	0.0	7.0	0.0	0.0
Finland	Fish, Seafood	205.0	134.0	73.0	80.0
Finland	Demersal Fish	0.0	17.0	0.0	0.0
Finland	Cephalopods	0.0	0.0	0.0	0.0
Northern America	Pelagic Fish	1170.0	1318.0	733.0	598.0
Northern America	Crustaceans	676.0	1976.0	405.0	2.0
Northern America	Freshwater Fish	894.0	1594.0	550.0	0.0
Northern America	Molluscs, Other	764.0	523.0	164.0	0.0
Northern America	Marine Fish, Other	8.0	9.0	3.0	1.0
Northern America	Fish, Seafood	6523.0	6634.0	3496.0	1061.0
Northern America	Demersal Fish	2917.0	969.0	1522.0	447.0
Northern America	Cephalopods	94.0	245.0	118.0	13.0
Indonesia	Pelagic Fish	3291.0	475.0	315.0	347.0
Indonesia	Crustaceans	1551.0	87.0	332.0	0.0
Indonesia	Freshwater Fish	5536.0	10.0	173.0	0.0
Indonesia	Molluscs, Other	137.0	6.0	22.0	0.0
Indonesia	Marine Fish, Other	383.0	18.0	142.0	0.0
Indonesia	Fish, Seafood	12816.0	599.0	1179.0	347.0
Indonesia	Demersal Fish	1727.0	1.0	54.0	0.0
Indonesia	Cephalopods	191.0	3.0	141.0	0.0
Central African Republic	Pelagic Fish	0.0	4.0	0.0	0.0
Central African Republic	Crustaceans	0.0	0.0	0.0	0.0
Central African Republic	Freshwater Fish	29.0	0.0	0.0	0.0
Central African Republic	Molluscs, Other	0.0	0.0	0.0	0.0
Central African Republic	Marine Fish, Other	0.0	2.0	0.0	0.0
Central African Republic	Fish, Seafood	29.0	6.0	0.0	0.0
Central African Republic	Demersal Fish	0.0	0.0	0.0	0.0
Central African Republic	Cephalopods	0.0	0.0	0.0	0.0
Mauritius	Pelagic Fish	1.0	179.0	158.0	7.0
Mauritius	Crustaceans	0.0	3.0	0.0	0.0
Mauritius	Freshwater Fish	0.0	1.0	0.0	0.0
Mauritius	Molluscs, Other	0.0	0.0	0.0	0.0
Mauritius	Marine Fish, Other	2.0	4.0	2.0	0.0
Mauritius	Fish, Seafood	8.0	192.0	163.0	7.0
Mauritius	Demersal Fish	4.0	4.0	3.0	0.0
Mauritius	Cephalopods	1.0	1.0	0.0	0.0
Tajikistan	Pelagic Fish	0.0	1.0	0.0	0.0
Tajikistan	Crustaceans	0.0	0.0	0.0	0.0
Tajikistan	Freshwater Fish	2.0	0.0	0.0	0.0
Tajikistan	Molluscs, Other	0.0	0.0	0.0	0.0
Tajikistan	Marine Fish, Other	0.0	0.0	0.0	0.0
Tajikistan	Fish, Seafood	2.0	2.0	0.0	0.0
Tajikistan	Demersal Fish	0.0	1.0	0.0	0.0
Tajikistan	Cephalopods	0.0	0.0	0.0	0.0
Sweden	Pelagic Fish	165.0	119.0	200.0	31.0
Sweden	Crustaceans	4.0	85.0	14.0	0.0
Sweden	Freshwater Fish	24.0	550.0	486.0	0.0
Sweden	Molluscs, Other	2.0	7.0	1.0	0.0
Sweden	Marine Fish, Other	0.0	13.0	6.0	0.0
Sweden	Fish, Seafood	247.0	1075.0	962.0	35.0
Sweden	Demersal Fish	51.0	299.0	255.0	4.0
Sweden	Cephalopods	0.0	1.0	0.0	0.0
Belarus	Pelagic Fish	0.0	139.0	29.0	39.0
Belarus	Crustaceans	0.0	7.0	5.0	0.0
Belarus	Freshwater Fish	14.0	44.0	24.0	0.0
Belarus	Molluscs, Other	0.0	4.0	2.0	0.0
Belarus	Marine Fish, Other	0.0	27.0	16.0	0.0
Belarus	Fish, Seafood	14.0	267.0	88.0	39.0
Belarus	Demersal Fish	0.0	42.0	11.0	0.0
Belarus	Cephalopods	0.0	4.0	1.0	0.0
Mali	Pelagic Fish	0.0	8.0	0.0	0.0
Mali	Crustaceans	0.0	0.0	0.0	0.0
Mali	Freshwater Fish	110.0	10.0	0.0	6.0
Mali	Molluscs, Other	0.0	0.0	0.0	0.0
Mali	Marine Fish, Other	0.0	18.0	3.0	0.0
Mali	Fish, Seafood	110.0	72.0	3.0	6.0
Mali	Demersal Fish	0.0	36.0	0.0	0.0
Mali	Cephalopods	0.0	0.0	0.0	0.0
Southern Asia	Pelagic Fish	2860.0	340.0	720.0	807.0
Southern Asia	Crustaceans	1552.0	8.0	730.0	0.0
Southern Asia	Freshwater Fish	11137.0	119.0	90.0	0.0
Southern Asia	Molluscs, Other	91.0	1.0	14.0	0.0
Southern Asia	Marine Fish, Other	441.0	94.0	31.0	20.0
Southern Asia	Fish, Seafood	18134.0	591.0	2287.0	862.0
Southern Asia	Demersal Fish	1783.0	27.0	511.0	35.0
Southern Asia	Cephalopods	270.0	2.0	191.0	0.0
Taiwan	Pelagic Fish	612.0	586.0	517.0	632.0
Taiwan	Crustaceans	31.0	61.0	10.0	0.0
Taiwan	Freshwater Fish	129.0	46.0	44.0	0.0
Taiwan	Molluscs, Other	67.0	82.0	22.0	0.0
Taiwan	Marine Fish, Other	29.0	72.0	40.0	0.0
Taiwan	Fish, Seafood	1003.0	936.0	740.0	632.0
Taiwan	Demersal Fish	101.0	46.0	63.0	0.0
Taiwan	Cephalopods	33.0	44.0	43.0	0.0
Bulgaria	Pelagic Fish	3.0	30.0	4.0	7.0
Bulgaria	Crustaceans	0.0	7.0	5.0	0.0
Bulgaria	Freshwater Fish	13.0	6.0	5.0	0.0
Bulgaria	Molluscs, Other	8.0	8.0	17.0	0.0
Bulgaria	Marine Fish, Other	0.0	3.0	0.0	0.0
Bulgaria	Fish, Seafood	24.0	62.0	32.0	7.0
Bulgaria	Demersal Fish	1.0	7.0	1.0	0.0
Bulgaria	Cephalopods	0.0	2.0	0.0	0.0
Romania	Pelagic Fish	0.0	71.0	4.0	13.0
Romania	Crustaceans	0.0	2.0	0.0	0.0
Romania	Freshwater Fish	14.0	27.0	1.0	0.0
Romania	Molluscs, Other	1.0	3.0	0.0	0.0
Romania	Marine Fish, Other	0.0	7.0	1.0	0.0
Romania	Fish, Seafood	15.0	124.0	7.0	13.0
Romania	Demersal Fish	0.0	13.0	1.0	0.0
Romania	Cephalopods	0.0	1.0	0.0	0.0
Angola	Pelagic Fish	316.0	149.0	29.0	63.0
Angola	Crustaceans	3.0	0.0	2.0	0.0
Angola	Freshwater Fish	25.0	5.0	5.0	0.0
Angola	Molluscs, Other	0.0	0.0	0.0	0.0
Angola	Marine Fish, Other	22.0	0.0	0.0	0.0
Angola	Fish, Seafood	508.0	194.0	36.0	63.0
Angola	Demersal Fish	139.0	38.0	0.0	0.0
Angola	Cephalopods	4.0	0.0	0.0	0.0
Chad	Pelagic Fish	0.0	0.0	0.0	0.0
Chad	Crustaceans	0.0	0.0	0.0	0.0
Chad	Freshwater Fish	107.0	0.0	0.0	0.0
Chad	Molluscs, Other	0.0	0.0	0.0	0.0
Chad	Marine Fish, Other	0.0	0.0	0.0	0.0
Chad	Fish, Seafood	107.0	0.0	0.0	0.0
Chad	Demersal Fish	0.0	0.0	0.0	0.0
Chad	Cephalopods	0.0	0.0	0.0	0.0
South Africa	Pelagic Fish	419.0	149.0	388.0	29.0
South Africa	Crustaceans	2.0	19.0	5.0	0.0
South Africa	Freshwater Fish	3.0	13.0	4.0	0.0
South Africa	Molluscs, Other	5.0	8.0	7.0	0.0
South Africa	Marine Fish, Other	5.0	1.0	2.0	0.0
South Africa	Fish, Seafood	618.0	256.0	505.0	29.0
South Africa	Demersal Fish	174.0	56.0	87.0	0.0
South Africa	Cephalopods	10.0	11.0	12.0	0.0
Fiji	Pelagic Fish	17.0	69.0	74.0	3.0
Fiji	Crustaceans	1.0	0.0	0.0	0.0
Fiji	Freshwater Fish	0.0	0.0	0.0	0.0
Fiji	Molluscs, Other	2.0	0.0	0.0	0.0
Fiji	Marine Fish, Other	20.0	0.0	10.0	0.0
Fiji	Fish, Seafood	44.0	71.0	86.0	3.0
Fiji	Demersal Fish	4.0	0.0	1.0	0.0
Fiji	Cephalopods	0.0	0.0	0.0	0.0
Northern Europe	Pelagic Fish	2856.0	2802.0	3755.0	1335.0
Northern Europe	Crustaceans	300.0	646.0	406.0	120.0
Northern Europe	Freshwater Fish	1624.0	1122.0	2224.0	45.0
Northern Europe	Molluscs, Other	200.0	90.0	178.0	0.0
Northern Europe	Marine Fish, Other	3.0	36.0	8.0	0.0
Northern Europe	Fish, Seafood	7625.0	6091.0	9284.0	1988.0
Northern Europe	Demersal Fish	2631.0	1373.0	2700.0	487.0
Northern Europe	Cephalopods	11.0	22.0	14.0	0.0
Brunei Darussalam	Pelagic Fish	0.0	2.0	1.0	0.0
Brunei Darussalam	Crustaceans	3.0	3.0	1.0	1.0
Brunei Darussalam	Freshwater Fish	0.0	2.0	0.0	0.0
Brunei Darussalam	Molluscs, Other	0.0	1.0	0.0	0.0
Brunei Darussalam	Marine Fish, Other	10.0	6.0	0.0	10.0
Brunei Darussalam	Fish, Seafood	13.0	16.0	1.0	11.0
Brunei Darussalam	Demersal Fish	0.0	1.0	0.0	0.0
Brunei Darussalam	Cephalopods	0.0	1.0	0.0	0.0
Southern Europe	Pelagic Fish	837.0	1977.0	1069.0	694.0
Southern Europe	Crustaceans	46.0	410.0	95.0	0.0
Southern Europe	Freshwater Fish	91.0	444.0	85.0	0.0
Southern Europe	Molluscs, Other	415.0	755.0	283.0	0.0
Southern Europe	Marine Fish, Other	11.0	219.0	78.0	2.0
Southern Europe	Fish, Seafood	2125.0	5854.0	2396.0	790.0
Southern Europe	Demersal Fish	657.0	1475.0	529.0	94.0
Southern Europe	Cephalopods	68.0	575.0	258.0	0.0
Malaysia	Pelagic Fish	536.0	263.0	133.0	93.0
Malaysia	Crustaceans	178.0	45.0	85.0	0.0
Malaysia	Freshwater Fish	173.0	43.0	15.0	0.0
Malaysia	Molluscs, Other	25.0	47.0	25.0	0.0
Malaysia	Marine Fish, Other	322.0	128.0	80.0	0.0
Malaysia	Fish, Seafood	1685.0	603.0	373.0	93.0
Malaysia	Demersal Fish	380.0	39.0	7.0	0.0
Malaysia	Cephalopods	71.0	38.0	30.0	0.0
Austria	Pelagic Fish	0.0	64.0	3.0	26.0
Austria	Crustaceans	0.0	17.0	1.0	0.0
Austria	Freshwater Fish	4.0	43.0	11.0	0.0
Austria	Molluscs, Other	0.0	5.0	0.0	0.0
Austria	Marine Fish, Other	0.0	7.0	1.0	0.0
Austria	Fish, Seafood	4.0	165.0	19.0	26.0
Austria	Demersal Fish	0.0	27.0	2.0	0.0
Austria	Cephalopods	0.0	3.0	0.0	0.0
Vietnam	Pelagic Fish	492.0	230.0	154.0	350.0
Vietnam	Crustaceans	1052.0	78.0	587.0	80.0
Vietnam	Freshwater Fish	2865.0	74.0	1504.0	0.0
Vietnam	Molluscs, Other	342.0	21.0	107.0	0.0
Vietnam	Marine Fish, Other	1979.0	873.0	1296.0	649.0
Vietnam	Fish, Seafood	7093.0	1314.0	3764.0	1079.0
Vietnam	Demersal Fish	0.0	24.0	0.0	0.0
Vietnam	Cephalopods	362.0	14.0	116.0	0.0
Mozambique	Pelagic Fish	3.0	3.0	1.0	0.0
Mozambique	Crustaceans	20.0	0.0	5.0	0.0
Mozambique	Freshwater Fish	97.0	0.0	0.0	0.0
Mozambique	Molluscs, Other	0.0	0.0	0.0	0.0
Mozambique	Marine Fish, Other	176.0	39.0	9.0	0.0
Mozambique	Fish, Seafood	301.0	44.0	16.0	0.0
Mozambique	Demersal Fish	2.0	0.0	0.0	0.0
Mozambique	Cephalopods	2.0	0.0	0.0	0.0
Uganda	Pelagic Fish	0.0	1.0	1.0	0.0
Uganda	Crustaceans	0.0	0.0	0.0	0.0
Uganda	Freshwater Fish	502.0	1.0	44.0	0.0
Uganda	Molluscs, Other	0.0	0.0	0.0	0.0
Uganda	Marine Fish, Other	0.0	5.0	0.0	0.0
Uganda	Fish, Seafood	502.0	7.0	45.0	0.0
Uganda	Demersal Fish	0.0	0.0	0.0	0.0
Uganda	Cephalopods	0.0	0.0	0.0	0.0
Hungary	Pelagic Fish	0.0	25.0	2.0	10.0
Hungary	Crustaceans	0.0	2.0	0.0	0.0
Hungary	Freshwater Fish	24.0	12.0	6.0	0.0
Hungary	Molluscs, Other	0.0	1.0	0.0	0.0
Hungary	Marine Fish, Other	0.0	2.0	0.0	0.0
Hungary	Fish, Seafood	24.0	56.0	9.0	10.0
Hungary	Demersal Fish	0.0	13.0	1.0	0.0
Hungary	Cephalopods	0.0	1.0	0.0	0.0
Niger	Pelagic Fish	0.0	3.0	1.0	0.0
Niger	Crustaceans	0.0	0.0	0.0	0.0
Niger	Freshwater Fish	35.0	3.0	0.0	0.0
Niger	Molluscs, Other	0.0	0.0	0.0	0.0
Niger	Marine Fish, Other	0.0	1.0	0.0	0.0
Niger	Fish, Seafood	35.0	10.0	1.0	0.0
Niger	Demersal Fish	0.0	2.0	0.0	0.0
Niger	Cephalopods	0.0	0.0	0.0	0.0
Brazil	Pelagic Fish	156.0	147.0	55.0	50.0
Brazil	Crustaceans	117.0	1.0	3.0	0.0
Brazil	Freshwater Fish	733.0	212.0	2.0	0.0
Brazil	Molluscs, Other	29.0	5.0	0.0	0.0
Brazil	Marine Fish, Other	29.0	40.0	10.0	0.0
Brazil	Fish, Seafood	1299.0	732.0	90.0	50.0
Brazil	Demersal Fish	232.0	318.0	20.0	0.0
Brazil	Cephalopods	3.0	9.0	0.0	0.0
World	Pelagic Fish	34963.0	29142.0	23270.0	19077.0
World	Crustaceans	15149.0	6171.0	5655.0	439.0
World	Freshwater Fish	61910.0	7775.0	7954.0	246.0
World	Molluscs, Other	19862.0	3223.0	3280.0	44.0
World	Marine Fish, Other	9598.0	3640.0	4547.0	1038.0
World	Fish, Seafood	168027.0	63461.0	58291.0	22434.0
World	Demersal Fish	22887.0	11186.0	11090.0	1554.0
World	Cephalopods	3658.0	2322.0	2494.0	36.0
Guinea	Pelagic Fish	75.0	6.0	7.0	0.0
Guinea	Crustaceans	0.0	0.0	0.0	0.0
Guinea	Freshwater Fish	28.0	0.0	4.0	0.0
Guinea	Molluscs, Other	0.0	0.0	0.0	0.0
Guinea	Marine Fish, Other	3.0	0.0	1.0	0.0
Guinea	Fish, Seafood	128.0	6.0	13.0	0.0
Guinea	Demersal Fish	22.0	0.0	1.0	0.0
Guinea	Cephalopods	0.0	0.0	0.0	0.0
Panama	Pelagic Fish	172.0	20.0	131.0	30.0
Panama	Crustaceans	21.0	2.0	9.0	0.0
Panama	Freshwater Fish	1.0	4.0	1.0	0.0
Panama	Molluscs, Other	2.0	2.0	0.0	0.0
Panama	Marine Fish, Other	6.0	2.0	0.0	0.0
Panama	Fish, Seafood	208.0	39.0	146.0	30.0
Panama	Demersal Fish	6.0	0.0	3.0	0.0
Panama	Cephalopods	0.0	9.0	0.0	0.0
Guyana	Pelagic Fish	0.0	3.0	0.0	0.0
Guyana	Crustaceans	25.0	0.0	15.0	0.0
Guyana	Freshwater Fish	1.0	0.0	0.0	0.0
Guyana	Molluscs, Other	0.0	0.0	0.0	0.0
Guyana	Marine Fish, Other	22.0	0.0	15.0	0.0
Guyana	Fish, Seafood	49.0	3.0	30.0	0.0
Guyana	Demersal Fish	1.0	0.0	0.0	0.0
Costa Rica	Pelagic Fish	6.0	64.0	16.0	14.0
Costa Rica	Crustaceans	5.0	2.0	1.0	0.0
Costa Rica	Freshwater Fish	17.0	30.0	14.0	0.0
Costa Rica	Molluscs, Other	0.0	3.0	0.0	0.0
Costa Rica	Marine Fish, Other	3.0	1.0	1.0	0.0
Costa Rica	Fish, Seafood	36.0	104.0	34.0	14.0
Costa Rica	Demersal Fish	5.0	1.0	3.0	0.0
Costa Rica	Cephalopods	0.0	2.0	0.0	0.0
Luxembourg	Pelagic Fish	0.0	3.0	0.0	0.0
Luxembourg	Crustaceans	0.0	3.0	0.0	0.0
Luxembourg	Freshwater Fish	0.0	5.0	1.0	0.0
Luxembourg	Molluscs, Other	0.0	2.0	0.0	0.0
Luxembourg	Marine Fish, Other	0.0	1.0	0.0	0.0
Luxembourg	Fish, Seafood	0.0	21.0	2.0	0.0
Luxembourg	Demersal Fish	0.0	5.0	0.0	0.0
Luxembourg	Cephalopods	0.0	1.0	0.0	0.0
Bahamas	Pelagic Fish	0.0	5.0	0.0	0.0
Bahamas	Crustaceans	6.0	1.0	5.0	0.0
Bahamas	Freshwater Fish	0.0	0.0	0.0	0.0
Bahamas	Molluscs, Other	6.0	0.0	1.0	0.0
Bahamas	Marine Fish, Other	0.0	0.0	0.0	0.0
Bahamas	Fish, Seafood	13.0	7.0	6.0	0.0
Bahamas	Demersal Fish	1.0	1.0	0.0	0.0
Bahamas	Cephalopods	0.0	0.0	0.0	0.0
Western Africa	Pelagic Fish	1534.0	1279.0	849.0	90.0
Western Africa	Crustaceans	79.0	2.0	12.0	0.0
Western Africa	Freshwater Fish	1169.0	148.0	8.0	6.0
Western Africa	Molluscs, Other	22.0	1.0	5.0	0.0
Western Africa	Marine Fish, Other	216.0	184.0	81.0	0.0
Western Africa	Fish, Seafood	3620.0	1877.0	1147.0	98.0
Western Africa	Demersal Fish	537.0	263.0	134.0	2.0
