region	item	production_2017_Gg	imports_2017_Gg	exports_2017_Gg	feed_2017_Gg
Western Africa	Cephalopods	62.0	0.0	57.0	0.0
Central America	Pelagic Fish	1105.0	351.0	806.0	122.0
Central America	Crustaceans	443.0	54.0	155.0	0.0
Central America	Freshwater Fish	303.0	364.0	53.0	0.0
Central America	Molluscs, Other	141.0	19.0	17.0	0.0
Central America	Marine Fish, Other	70.0	41.0	59.0	0.0
Central America	Fish, Seafood	2344.0	868.0	1116.0	127.0
Central America	Demersal Fish	237.0	11.0	19.0	5.0
Central America	Cephalopods	46.0	27.0	8.0	0.0
Ivory Coast	Pelagic Fish	8.0	304.0	49.0	0.0
Ivory Coast	Crustaceans	1.0	0.0	0.0	0.0
Ivory Coast	Freshwater Fish	13.0	54.0	1.0	0.0
Ivory Coast	Molluscs, Other	0.0	0.0	0.0	0.0
Ivory Coast	Marine Fish, Other	48.0	54.0	6.0	0.0
Ivory Coast	Fish, Seafood	72.0	423.0	56.0	0.0
Ivory Coast	Demersal Fish	3.0	9.0	0.0	0.0
Ivory Coast	Cephalopods	0.0	0.0	0.0	0.0
Central Asia	Pelagic Fish	0.0	59.0	20.0	8.0
Central Asia	Crustaceans	0.0	2.0	0.0	0.0
Central Asia	Freshwater Fish	119.0	25.0	14.0	0.0
Central Asia	Molluscs, Other	0.0	1.0	0.0	0.0
Central Asia	Marine Fish, Other	0.0	12.0	1.0	0.0
Central Asia	Fish, Seafood	120.0	104.0	35.0	8.0
Central Asia	Demersal Fish	1.0	6.0	0.0	0.0
Central Asia	Cephalopods	0.0	0.0	0.0	0.0
Nigeria	Pelagic Fish	164.0	437.0	0.0	78.0
Nigeria	Crustaceans	61.0	0.0	6.0	0.0
Nigeria	Freshwater Fish	716.0	0.0	0.0	0.0
Nigeria	Molluscs, Other	5.0	0.0	0.0	0.0
Nigeria	Marine Fish, Other	62.0	7.0	0.0	0.0
Nigeria	Fish, Seafood	1212.0	611.0	6.0	78.0
Nigeria	Demersal Fish	205.0	167.0	0.0	0.0
Nigeria	Cephalopods	1.0	0.0	0.0	0.0
Ecuador	Pelagic Fish	599.0	65.0	607.0	4.0
Ecuador	Crustaceans	423.0	60.0	468.0	39.0
Ecuador	Freshwater Fish	29.0	1.0	11.0	0.0
Ecuador	Molluscs, Other	0.0	0.0	0.0	0.0
Ecuador	Marine Fish, Other	1.0	0.0	0.0	0.0
Ecuador	Fish, Seafood	1162.0	142.0	1102.0	113.0
Ecuador	Demersal Fish	110.0	14.0	12.0	70.0
Ecuador	Cephalopods	0.0	2.0	2.0	0.0
Europe	Pelagic Fish	5536.0	8110.0	7260.0	2453.0
Europe	Crustaceans	519.0	1813.0	900.0	127.0
Europe	Freshwater Fish	2794.0	3242.0	3069.0	45.0
Europe	Molluscs, Other	909.0	1406.0	744.0	20.0
Europe	Marine Fish, Other	18.0	414.0	140.0	2.0
Europe	Fish, Seafood	16635.0	21428.0	18582.0	3533.0
Europe	Demersal Fish	6677.0	5672.0	6140.0	886.0
Europe	Cephalopods	182.0	769.0	329.0	0.0
Australia	Pelagic Fish	74.0	253.0	18.0	197.0
Australia	Crustaceans	49.0	86.0	17.0	0.0
Australia	Freshwater Fish	61.0	62.0	14.0	0.0
Australia	Molluscs, Other	27.0	55.0	12.0	0.0
Australia	Marine Fish, Other	17.0	38.0	5.0	0.0
Australia	Fish, Seafood	272.0	629.0	68.0	197.0
Australia	Demersal Fish	41.0	108.0	2.0	0.0
Australia	Cephalopods	3.0	25.0	0.0	0.0
Iran	Pelagic Fish	471.0	42.0	4.0	184.0
Iran	Crustaceans	46.0	0.0	28.0	0.0
Iran	Freshwater Fish	463.0	37.0	13.0	0.0
Iran	Molluscs, Other	0.0	0.0	0.0	0.0
Iran	Marine Fish, Other	38.0	0.0	6.0	0.0
Iran	Fish, Seafood	1201.0	84.0	132.0	206.0
Iran	Demersal Fish	178.0	5.0	79.0	22.0
Iran	Cephalopods	4.0	0.0	2.0	0.0
Algeria	Pelagic Fish	69.0	47.0	1.0	0.0
Algeria	Crustaceans	2.0	3.0	0.0	0.0
Algeria	Freshwater Fish	1.0	6.0	0.0	0.0
Algeria	Molluscs, Other	0.0	0.0	0.0	0.0
Algeria	Marine Fish, Other	13.0	0.0	0.0	0.0
Algeria	Fish, Seafood	96.0	67.0	3.0	0.0
Algeria	Demersal Fish	9.0	8.0	0.0	0.0
Algeria	Cephalopods	2.0	3.0	2.0	0.0
El Salvador	Pelagic Fish	42.0	27.0	39.0	1.0
El Salvador	Crustaceans	2.0	1.0	0.0	0.0
El Salvador	Freshwater Fish	8.0	1.0	0.0	0.0
El Salvador	Molluscs, Other	0.0	0.0	0.0	0.0
El Salvador	Marine Fish, Other	7.0	0.0	6.0	0.0
El Salvador	Fish, Seafood	59.0	30.0	45.0	1.0
El Salvador	Demersal Fish	0.0	0.0	1.0	0.0
El Salvador	Cephalopods	0.0	0.0	0.0	0.0
Czechia	Pelagic Fish	0.0	76.0	8.0	36.0
Czechia	Crustaceans	0.0	5.0	1.0	0.0
Czechia	Freshwater Fish	25.0	28.0	27.0	0.0
Czechia	Molluscs, Other	0.0	3.0	1.0	0.0
Czechia	Marine Fish, Other	0.0	13.0	4.0	0.0
Czechia	Fish, Seafood	25.0	159.0	48.0	36.0
Czechia	Demersal Fish	0.0	34.0	7.0	0.0
Czechia	Cephalopods	0.0	1.0	0.0	0.0
Russia	Pelagic Fish	1133.0	433.0	768.0	38.0
Russia	Crustaceans	114.0	57.0	90.0	0.0
Russia	Freshwater Fish	769.0	166.0	126.0	0.0
Russia	Molluscs, Other	30.0	81.0	38.0	0.0
Russia	Demersal Fish	2907.0	113.0	1675.0	258.0
Russia	Fish, Seafood	5036.0	892.0	2713.0	295.0
Russia	Cephalopods	83.0	43.0	16.0	0.0
South America	Pelagic Fish	6114.0	899.0	6287.0	664.0
South America	Crustaceans	940.0	115.0	756.0	39.0
South America	Freshwater Fish	1915.0	336.0	866.0	45.0
South America	Molluscs, Other	522.0	27.0	276.0	0.0
South America	Marine Fish, Other	110.0	70.0	41.0	1.0
South America	Fish, Seafood	11319.0	1826.0	9170.0	881.0
South America	Demersal Fish	1155.0	357.0	476.0	132.0
South America	Cephalopods	563.0	21.0	467.0	0.0
Chile	Pelagic Fish	1497.0	241.0	1127.0	522.0
Chile	Crustaceans	34.0	33.0	27.0	1.0
Chile	Freshwater Fish	855.0	15.0	801.0	45.0
Chile	Molluscs, Other	400.0	3.0	255.0	0.0
Chile	Demersal Fish	143.0	6.0	51.0	61.0
Chile	Fish, Seafood	3088.0	299.0	2365.0	629.0
Chile	Cephalopods	156.0	1.0	104.0	0.0
Belgium	Pelagic Fish	0.0	96.0	29.0	19.0
Belgium	Crustaceans	2.0	125.0	114.0	0.0
Belgium	Freshwater Fish	0.0	130.0	52.0	0.0
Belgium	Molluscs, Other	1.0	56.0	28.0	0.0
Belgium	Marine Fish, Other	0.0	12.0	8.0	0.0
Belgium	Fish, Seafood	25.0	556.0	299.0	19.0
Belgium	Demersal Fish	20.0	125.0	58.0	0.0
Belgium	Cephalopods	1.0	12.0	10.0	0.0
Kiribati	Pelagic Fish	159.0	1.0	89.0	0.0
Kiribati	Crustaceans	0.0	0.0	0.0	0.0
Kiribati	Freshwater Fish	0.0	0.0	0.0	0.0
Kiribati	Molluscs, Other	0.0	0.0	0.0	0.0
Kiribati	Marine Fish, Other	0.0	0.0	0.0	0.0
Kiribati	Fish, Seafood	161.0	1.0	89.0	0.0
Kiribati	Demersal Fish	2.0	0.0	0.0	0.0
Kiribati	Cephalopods	0.0	0.0	0.0	0.0
Haiti	Pelagic Fish	0.0	25.0	0.0	0.0
Haiti	Crustaceans	1.0	0.0	0.0	0.0
Haiti	Freshwater Fish	2.0	5.0	0.0	0.0
Haiti	Molluscs, Other	0.0	0.0	0.0	0.0
Haiti	Marine Fish, Other	15.0	1.0	0.0	0.0
Haiti	Fish, Seafood	17.0	33.0	0.0	0.0
Haiti	Demersal Fish	0.0	2.0	0.0	0.0
Haiti	Cephalopods	0.0	0.0	0.0	0.0
Belize	Pelagic Fish	27.0	1.0	0.0	0.0
Belize	Crustaceans	8.0	0.0	7.0	0.0
Belize	Freshwater Fish	0.0	0.0	0.0	0.0
Belize	Molluscs, Other	3.0	0.0	2.0	0.0
Belize	Marine Fish, Other	0.0	0.0	0.0	0.0
Belize	Fish, Seafood	40.0	1.0	9.0	0.0
Belize	Cephalopods	0.0	0.0	0.0	0.0
Hong Kong	Pelagic Fish	6.0	28.0	8.0	2.0
Hong Kong	Crustaceans	5.0	130.0	37.0	0.0
Hong Kong	Freshwater Fish	2.0	111.0	5.0	0.0
Hong Kong	Molluscs, Other	1.0	139.0	29.0	0.0
Hong Kong	Marine Fish, Other	83.0	143.0	78.0	50.0
Hong Kong	Fish, Seafood	143.0	619.0	189.0	55.0
Hong Kong	Demersal Fish	40.0	35.0	18.0	3.0
Hong Kong	Cephalopods	7.0	32.0	14.0	0.0
Sierra Leone	Pelagic Fish	126.0	2.0	5.0	0.0
Sierra Leone	Crustaceans	1.0	0.0	1.0	0.0
Sierra Leone	Freshwater Fish	10.0	0.0	0.0	0.0
Sierra Leone	Molluscs, Other	0.0	0.0	0.0	0.0
Sierra Leone	Marine Fish, Other	11.0	0.0	0.0	0.0
Sierra Leone	Fish, Seafood	202.0	2.0	7.0	0.0
Sierra Leone	Demersal Fish	53.0	0.0	1.0	0.0
Sierra Leone	Cephalopods	0.0	0.0	0.0	0.0
Georgia	Pelagic Fish	28.0	13.0	23.0	0.0
Georgia	Crustaceans	0.0	0.0	0.0	0.0
Georgia	Freshwater Fish	1.0	5.0	1.0	0.0
Georgia	Molluscs, Other	1.0	0.0	0.0	0.0
Georgia	Marine Fish, Other	1.0	6.0	1.0	0.0
Georgia	Fish, Seafood	31.0	27.0	25.0	0.0
Georgia	Demersal Fish	0.0	3.0	0.0	0.0
Georgia	Cephalopods	0.0	0.0	0.0	0.0
Gambia	Pelagic Fish	45.0	4.0	2.0	0.0
Gambia	Crustaceans	1.0	0.0	0.0	0.0
Gambia	Freshwater Fish	1.0	0.0	0.0	0.0
Gambia	Molluscs, Other	0.0	0.0	0.0	0.0
Gambia	Demersal Fish	11.0	0.0	1.0	0.0
Gambia	Fish, Seafood	60.0	4.0	4.0	0.0
Gambia	Cephalopods	0.0	0.0	0.0	0.0
Philippines	Pelagic Fish	1392.0	400.0	282.0	34.0
Philippines	Crustaceans	149.0	7.0	46.0	0.0
Philippines	Freshwater Fish	778.0	16.0	12.0	0.0
Philippines	Molluscs, Other	93.0	2.0	9.0	0.0
Philippines	Marine Fish, Other	16.0	15.0	3.0	0.0
Philippines	Fish, Seafood	2820.0	541.0	369.0	34.0
Philippines	Demersal Fish	335.0	64.0	8.0	0.0
Philippines	Cephalopods	58.0	37.0	8.0	0.0
Moldova	Pelagic Fish	0.0	24.0	0.0	6.0
Moldova	Crustaceans	0.0	0.0	0.0	0.0
Moldova	Freshwater Fish	12.0	4.0	0.0	0.0
Moldova	Molluscs, Other	0.0	0.0	0.0	0.0
Moldova	Marine Fish, Other	0.0	4.0	0.0	0.0
Moldova	Fish, Seafood	12.0	41.0	0.0	6.0
Moldova	Demersal Fish	0.0	9.0	0.0	0.0
Moldova	Cephalopods	0.0	0.0	0.0	0.0
Morocco	Pelagic Fish	1163.0	34.0	640.0	2.0
Morocco	Crustaceans	7.0	32.0	24.0	0.0
Morocco	Freshwater Fish	16.0	6.0	4.0	0.0
Morocco	Molluscs, Other	2.0	2.0	2.0	0.0
Morocco	Marine Fish, Other	33.0	7.0	2.0	0.0
Morocco	Fish, Seafood	1379.0	93.0	777.0	2.0
Morocco	Demersal Fish	67.0	3.0	8.0	0.0
Morocco	Cephalopods	90.0	10.0	95.0	0.0
Croatia	Pelagic Fish	64.0	25.0	52.0	1.0
Croatia	Crustaceans	1.0	3.0	1.0	0.0
Croatia	Freshwater Fish	4.0	4.0	2.0	0.0
Croatia	Molluscs, Other	1.0	2.0	1.0	0.0
Croatia	Marine Fish, Other	0.0	0.0	0.0	0.0
Croatia	Fish, Seafood	86.0	63.0	69.0	1.0
Croatia	Demersal Fish	14.0	13.0	10.0	0.0
Croatia	Cephalopods	1.0	14.0	3.0	0.0
Mongolia	Pelagic Fish	0.0	0.0	0.0	0.0
Mongolia	Crustaceans	0.0	0.0	0.0	0.0
Mongolia	Freshwater Fish	0.0	0.0	0.0	0.0
Mongolia	Molluscs, Other	0.0	0.0	0.0	0.0
Mongolia	Marine Fish, Other	0.0	1.0	0.0	0.0
Mongolia	Fish, Seafood	0.0	2.0	0.0	0.0
Mongolia	Demersal Fish	0.0	0.0	0.0	0.0
Mongolia	Cephalopods	0.0	0.0	0.0	0.0
Guinea-Bissau	Pelagic Fish	0.0	0.0	0.0	0.0
Guinea-Bissau	Crustaceans	0.0	0.0	0.0	0.0
Guinea-Bissau	Freshwater Fish	0.0	0.0	0.0	0.0
Guinea-Bissau	Marine Fish, Other	3.0	0.0	2.0	0.0
Guinea-Bissau	Fish, Seafood	7.0	1.0	5.0	0.0
Guinea-Bissau	Demersal Fish	3.0	0.0	3.0	0.0
Guinea-Bissau	Cephalopods	0.0	0.0	0.0	0.0
Thailand	Pelagic Fish	564.0	1437.0	1092.0	150.0
Thailand	Crustaceans	436.0	81.0	361.0	0.0
Thailand	Freshwater Fish	565.0	147.0	88.0	0.0
Thailand	Molluscs, Other	155.0	55.0	37.0	24.0
Thailand	Marine Fish, Other	334.0	235.0	295.0	270.0
Thailand	Fish, Seafood	2307.0	2186.0	2017.0	444.0
Thailand	Demersal Fish	148.0	60.0	86.0	0.0
Thailand	Cephalopods	105.0	170.0	58.0	0.0
Switzerland	Pelagic Fish	0.0	28.0	0.0	5.0
Switzerland	Crustaceans	0.0	22.0	0.0	0.0
Switzerland	Freshwater Fish	4.0	46.0	0.0	0.0
Switzerland	Molluscs, Other	0.0	10.0	0.0	0.0
Switzerland	Marine Fish, Other	0.0	13.0	0.0	0.0
Switzerland	Fish, Seafood	4.0	146.0	1.0	5.0
Switzerland	Demersal Fish	0.0	22.0	0.0	0.0
Switzerland	Cephalopods	0.0	4.0	0.0	0.0
Grenada	Pelagic Fish	2.0	1.0	1.0	0.0
Grenada	Crustaceans	0.0	0.0	0.0	0.0
Grenada	Freshwater Fish	0.0	0.0	0.0	0.0
Grenada	Molluscs, Other	0.0	0.0	0.0	0.0
Grenada	Marine Fish, Other	0.0	0.0	0.0	0.0
Grenada	Fish, Seafood	3.0	1.0	1.0	0.0
Grenada	Demersal Fish	0.0	0.0	0.0	0.0
Grenada	Cephalopods	0.0	0.0	0.0	0.0
Iraq	Pelagic Fish	0.0	7.0	0.0	1.0
Iraq	Crustaceans	1.0	0.0	0.0	0.0
Iraq	Freshwater Fish	61.0	20.0	0.0	0.0
Iraq	Molluscs, Other	0.0	0.0	0.0	0.0
Iraq	Marine Fish, Other	1.0	4.0	0.0	0.0
Iraq	Fish, Seafood	67.0	60.0	0.0	1.0
Iraq	Demersal Fish	3.0	29.0	0.0	0.0
Iraq	Cephalopods	0.0	0.0	0.0	0.0
Portugal	Pelagic Fish	89.0	158.0	178.0	2.0
Portugal	Crustaceans	1.0	48.0	12.0	0.0
Portugal	Freshwater Fish	1.0	42.0	8.0	0.0
Portugal	Molluscs, Other	14.0	53.0	27.0	0.0
Portugal	Marine Fish, Other	1.0	35.0	14.0	0.0
Portugal	Fish, Seafood	189.0	789.0	378.0	27.0
Portugal	Demersal Fish	74.0	377.0	104.0	25.0
Portugal	Cephalopods	8.0	76.0	35.0	0.0
Estonia	Pelagic Fish	62.0	15.0	72.0	3.0
Estonia	Crustaceans	7.0	3.0	7.0	0.0
Estonia	Freshwater Fish	6.0	18.0	22.0	0.0
Estonia	Molluscs, Other	0.0	1.0	0.0	0.0
Estonia	Demersal Fish	8.0	12.0	10.0	0.0
Estonia	Fish, Seafood	84.0	50.0	112.0	3.0
Estonia	Cephalopods	0.0	1.0	0.0	0.0
Uruguay	Pelagic Fish	5.0	8.0	0.0	0.0
Uruguay	Crustaceans	1.0	1.0	1.0	0.0
Uruguay	Freshwater Fish	4.0	5.0	3.0	0.0
Uruguay	Molluscs, Other	0.0	2.0	0.0	0.0
Uruguay	Demersal Fish	51.0	11.0	52.0	1.0
Uruguay	Fish, Seafood	62.0	28.0	57.0	1.0
Uruguay	Cephalopods	0.0	1.0	0.0	0.0
Lebanon	Pelagic Fish	2.0	24.0	0.0	3.0
Lebanon	Crustaceans	0.0	7.0	0.0	0.0
Lebanon	Freshwater Fish	1.0	8.0	0.0	0.0
Lebanon	Molluscs, Other	0.0	1.0	0.0	0.0
Lebanon	Marine Fish, Other	0.0	10.0	0.0	0.0
Lebanon	Fish, Seafood	5.0	59.0	1.0	3.0
Lebanon	Demersal Fish	2.0	8.0	0.0	0.0
Lebanon	Cephalopods	0.0	1.0	0.0	0.0
Uzbekistan	Pelagic Fish	0.0	8.0	0.0	3.0
Uzbekistan	Crustaceans	0.0	0.0	0.0	0.0
Uzbekistan	Freshwater Fish	65.0	1.0	0.0	0.0
Uzbekistan	Molluscs, Other	0.0	0.0	0.0	0.0
Uzbekistan	Marine Fish, Other	0.0	1.0	0.0	0.0
Uzbekistan	Fish, Seafood	65.0	10.0	0.0	3.0
Uzbekistan	Demersal Fish	0.0	0.0	0.0	0.0
Uzbekistan	Cephalopods	0.0	0.0	0.0	0.0
Tunisia	Pelagic Fish	52.0	56.0	13.0	16.0
Tunisia	Crustaceans	8.0	0.0	4.0	0.0
Tunisia	Freshwater Fish	2.0	1.0	0.0	0.0
Tunisia	Molluscs, Other	2.0	2.0	1.0	0.0
Tunisia	Demersal Fish	55.0	2.0	3.0	0.0
Tunisia	Fish, Seafood	131.0	62.0	26.0	16.0
Tunisia	Cephalopods	8.0	1.0	5.0	0.0
Djibouti	Pelagic Fish	1.0	1.0	0.0	0.0
Djibouti	Crustaceans	0.0	0.0	0.0	0.0
Djibouti	Freshwater Fish	0.0	0.0	0.0	0.0
Djibouti	Molluscs, Other	0.0	0.0	0.0	0.0
Djibouti	Marine Fish, Other	0.0	0.0	0.0	0.0
Djibouti	Fish, Seafood	2.0	1.0	0.0	0.0
Djibouti	Demersal Fish	1.0	0.0	0.0	0.0
Djibouti	Cephalopods	0.0	0.0	0.0	0.0
Rwanda	Pelagic Fish	0.0	4.0	2.0	0.0
Rwanda	Crustaceans	0.0	0.0	0.0	0.0
Rwanda	Freshwater Fish	27.0	2.0	0.0	0.0
Rwanda	Molluscs, Other	0.0	0.0	0.0	0.0
Rwanda	Marine Fish, Other	0.0	64.0	4.0	0.0
Rwanda	Fish, Seafood	27.0	70.0	5.0	0.0
Rwanda	Demersal Fish	0.0	0.0	0.0	0.0
Rwanda	Cephalopods	0.0	0.0	0.0	0.0
Antigua and Barbuda	Pelagic Fish	0.0	1.0	0.0	0.0
Antigua and Barbuda	Crustaceans	0.0	0.0	0.0	0.0
Antigua and Barbuda	Freshwater Fish	0.0	0.0	0.0	0.0
Antigua and Barbuda	Molluscs, Other	4.0	0.0	0.0	0.0
Antigua and Barbuda	Marine Fish, Other	0.0	2.0	0.0	0.0
Antigua and Barbuda	Fish, Seafood	6.0	3.0	0.0	0.0
Antigua and Barbuda	Demersal Fish	1.0	0.0	0.0	0.0
Antigua and Barbuda	Cephalopods	0.0	0.0	0.0	0.0
Spain	Pelagic Fish	555.0	815.0	732.0	105.0
Spain	Crustaceans	15.0	222.0	74.0	0.0
Spain	Freshwater Fish	22.0	148.0	36.0	0.0
Spain	Molluscs, Other	255.0	358.0	185.0	0.0
Spain	Marine Fish, Other	3.0	84.0	48.0	0.0
Spain	Fish, Seafood	1264.0	2458.0	1566.0	173.0
Spain	Demersal Fish	378.0	584.0	289.0	69.0
Spain	Cephalopods	36.0	246.0	204.0	0.0
Colombia	Pelagic Fish	38.0	190.0	46.0	47.0
Colombia	Crustaceans	4.0	7.0	3.0	0.0
Colombia	Freshwater Fish	112.0	69.0	16.0	0.0
Colombia	Molluscs, Other	0.0	4.0	0.0	0.0
Colombia	Marine Fish, Other	20.0	7.0	0.0	0.0
Colombia	Fish, Seafood	178.0	285.0	66.0	47.0
Colombia	Demersal Fish	3.0	3.0	0.0	0.0
Colombia	Cephalopods	0.0	5.0	0.0	0.0
Least Developed Countries	Pelagic Fish	2026.0	608.0	1011.0	209.0
Least Developed Countries	Crustaceans	435.0	12.0	170.0	0.0
Least Developed Countries	Freshwater Fish	7796.0	162.0	217.0	156.0
Least Developed Countries	Molluscs, Other	43.0	3.0	6.0	0.0
Least Developed Countries	Marine Fish, Other	1853.0	340.0	514.0	7.0
Least Developed Countries	Fish, Seafood	12836.0	1245.0	2139.0	374.0
Least Developed Countries	Demersal Fish	581.0	119.0	138.0	2.0
Least Developed Countries	Cephalopods	103.0	1.0	82.0	0.0
Eswatini	Pelagic Fish	0.0	1.0	0.0	0.0
Eswatini	Crustaceans	0.0	0.0	0.0	0.0
Eswatini	Freshwater Fish	0.0	0.0	0.0	0.0
Eswatini	Molluscs, Other	0.0	0.0	0.0	0.0
Eswatini	Marine Fish, Other	0.0	1.0	0.0	0.0
Eswatini	Fish, Seafood	0.0	4.0	0.0	0.0
Eswatini	Demersal Fish	0.0	2.0	0.0	0.0
Eswatini	Cephalopods	0.0	0.0	0.0	0.0
Cyprus	Pelagic Fish	1.0	16.0	0.0	11.0
Cyprus	Crustaceans	0.0	3.0	0.0	0.0
Cyprus	Freshwater Fish	0.0	6.0	0.0	0.0
Cyprus	Molluscs, Other	0.0	4.0	0.0	0.0
Cyprus	Marine Fish, Other	0.0	1.0	0.0	0.0
Cyprus	Fish, Seafood	9.0	38.0	6.0	11.0
Cyprus	Demersal Fish	8.0	3.0	5.0	0.0
Cyprus	Cephalopods	0.0	5.0	0.0	0.0
Barbados	Pelagic Fish	3.0	5.0	0.0	0.0
Barbados	Crustaceans	0.0	1.0	0.0	0.0
Barbados	Freshwater Fish	0.0	0.0	0.0	0.0
Barbados	Molluscs, Other	0.0	0.0	0.0	0.0
Barbados	Marine Fish, Other	0.0	3.0	0.0	0.0
Barbados	Fish, Seafood	3.0	9.0	0.0	0.0
Barbados	Demersal Fish	0.0	1.0	0.0	0.0
Barbados	Cephalopods	0.0	0.0	0.0	0.0
Madagascar	Pelagic Fish	9.0	18.0	1.0	2.0
Madagascar	Crustaceans	22.0	0.0	9.0	0.0
Madagascar	Freshwater Fish	35.0	0.0	0.0	0.0
Madagascar	Molluscs, Other	5.0	0.0	0.0	0.0
Madagascar	Marine Fish, Other	71.0	0.0	15.0	3.0
Madagascar	Fish, Seafood	150.0	18.0	27.0	5.0
Madagascar	Demersal Fish	6.0	0.0	0.0	0.0
Madagascar	Cephalopods	2.0	0.0	1.0	0.0
Italy	Pelagic Fish	90.0	507.0	76.0	210.0
Italy	Crustaceans	21.0	118.0	4.0	0.0
Italy	Freshwater Fish	45.0	194.0	17.0	0.0
Italy	Molluscs, Other	123.0	332.0	52.0	0.0
Italy	Marine Fish, Other	1.0	83.0	9.0	0.0
Italy	Fish, Seafood	353.0	1847.0	182.0	210.0
Italy	Demersal Fish	56.0	419.0	15.0	0.0
Italy	Cephalopods	16.0	193.0	10.0	0.0
USA	Pelagic Fish	976.0	845.0	590.0	256.0
USA	Crustaceans	384.0	1824.0	117.0	0.0
USA	Freshwater Fish	677.0	1442.0	373.0	0.0
USA	Molluscs, Other	620.0	464.0	82.0	0.0
USA	Demersal Fish	2712.0	827.0	1354.0	447.0
USA	Fish, Seafood	5469.0	5632.0	2633.0	703.0
USA	Cephalopods	94.0	230.0	118.0	0.0
Sudan	Pelagic Fish	0.0	4.0	0.0	0.0
Sudan	Crustaceans	0.0	0.0	0.0	0.0
Sudan	Freshwater Fish	36.0	1.0	0.0	0.0
Sudan	Molluscs, Other	0.0	0.0	0.0	0.0
Sudan	Marine Fish, Other	2.0	1.0	1.0	0.0
Sudan	Fish, Seafood	37.0	6.0	1.0	0.0
Sudan	Demersal Fish	0.0	0.0	0.0	0.0
Middle Africa	Pelagic Fish	451.0	314.0	34.0	78.0
Middle Africa	Crustaceans	39.0	1.0	3.0	0.0
Middle Africa	Freshwater Fish	242.0	21.0	5.0	0.0
Middle Africa	Molluscs, Other	0.0	1.0	0.0	0.0
Middle Africa	Marine Fish, Other	34.0	65.0	1.0	0.0
Middle Africa	Fish, Seafood	1010.0	519.0	43.0	78.0
Middle Africa	Demersal Fish	240.0	116.0	0.0	0.0
Middle Africa	Cephalopods	4.0	1.0	0.0	0.0
Nepal	Pelagic Fish	0.0	4.0	0.0	4.0
Nepal	Crustaceans	0.0	0.0	0.0	0.0
Nepal	Freshwater Fish	70.0	2.0	0.0	0.0
Nepal	Molluscs, Other	0.0	0.0	0.0	0.0
Nepal	Marine Fish, Other	0.0	7.0	0.0	0.0
Nepal	Fish, Seafood	70.0	12.0	0.0	4.0
Nepal	Demersal Fish	0.0	0.0	0.0	0.0
Nepal	Cephalopods	0.0	0.0	0.0	0.0
Malta	Pelagic Fish	3.0	24.0	7.0	14.0
Malta	Crustaceans	0.0	1.0	0.0	0.0
Malta	Freshwater Fish	0.0	1.0	0.0	0.0
Malta	Molluscs, Other	0.0	2.0	0.0	0.0
Malta	Marine Fish, Other	0.0	2.0	0.0	1.0
Malta	Fish, Seafood	6.0	31.0	9.0	15.0
Malta	Demersal Fish	3.0	1.0	2.0	0.0
Malta	Cephalopods	0.0	0.0	0.0	0.0
Netherlands	Pelagic Fish	189.0	467.0	470.0	68.0
Netherlands	Crustaceans	22.0	126.0	101.0	6.0
Netherlands	Freshwater Fish	5.0	141.0	97.0	0.0
Netherlands	Molluscs, Other	58.0	88.0	106.0	20.0
Netherlands	Demersal Fish	113.0	554.0	416.0	18.0
Netherlands	Fish, Seafood	388.0	1385.0	1196.0	112.0
Netherlands	Cephalopods	1.0	10.0	6.0	0.0
Suriname	Pelagic Fish	4.0	3.0	1.0	0.0
Suriname	Crustaceans	9.0	0.0	4.0	0.0
Suriname	Freshwater Fish	1.0	0.0	0.0	0.0
Suriname	Molluscs, Other	0.0	0.0	0.0	0.0
Suriname	Marine Fish, Other	25.0	0.0	15.0	0.0
Suriname	Fish, Seafood	40.0	4.0	22.0	0.0
Suriname	Demersal Fish	2.0	0.0	1.0	0.0
Suriname	Cephalopods	0.0	0.0	0.0	0.0
Venezuela	Pelagic Fish	180.0	32.0	0.0	29.0
Venezuela	Crustaceans	31.0	1.0	19.0	0.0
Venezuela	Freshwater Fish	32.0	1.0	0.0	0.0
Venezuela	Molluscs, Other	29.0	0.0	0.0	0.0
Venezuela	Marine Fish, Other	1.0	0.0	0.0	0.0
Venezuela	Fish, Seafood	310.0	35.0	19.0	29.0
Venezuela	Demersal Fish	37.0	0.0	0.0	0.0
Venezuela	Cephalopods	0.0	1.0	0.0	0.0
Land Locked Developing Countries	Pelagic Fish	0.0	389.0	25.0	87.0
Land Locked Developing Countries	Crustaceans	1.0	5.0	1.0	0.0
Land Locked Developing Countries	Freshwater Fish	1618.0	81.0	70.0	6.0
Land Locked Developing Countries	Molluscs, Other	0.0	3.0	0.0	0.0
Land Locked Developing Countries	Marine Fish, Other	0.0	183.0	8.0	1.0
Land Locked Developing Countries	Fish, Seafood	1621.0	729.0	105.0	94.0
Land Locked Developing Countries	Demersal Fish	1.0	66.0	1.0	0.0
Land Locked Developing Countries	Cephalopods	0.0	1.0	0.0	0.0
Israel	Pelagic Fish	0.0	62.0	0.0	10.0
Israel	Crustaceans	0.0	6.0	0.0	0.0
Israel	Freshwater Fish	13.0	101.0	0.0	0.0
Israel	Molluscs, Other	0.0	2.0	0.0	0.0
Israel	Marine Fish, Other	0.0	2.0	0.0	0.0
Israel	Fish, Seafood	19.0	206.0	1.0	10.0
Israel	Demersal Fish	5.0	31.0	0.0	0.0
